NaN
NaN
101,321,270,196
96,324,271,197
89,326,275,201
81,324,282,207
74,319,291,215
75,323,286,213
74,323,285,214
74,326,280,212
77,328,275,210
76,327,277,213
74,328,275,212
76,333,270,210
76,336,267,209
78,337,265,210
80,338,263,210
80,340,260,208
81,340,261,210
83,340,261,212
86,339,260,214
89,340,257,212
87,338,257,215
86,338,256,214
85,339,255,214
85,341,254,214
87,345,251,213
87,345,252,215
90,344,254,218
93,342,255,220
97,345,253,219
100,347,252,219
102,346,252,220
103,346,250,220
103,346,250,220
103,346,248,219
104,345,246,220
104,343,246,218
104,339,246,219
107,338,242,217
107,334,244,218
108,332,243,216
110,332,241,215
108,325,243,217
106,321,242,217
104,319,242,216
103,316,241,215
99,313,242,217
95,311,243,218
92,308,245,220
90,306,245,221
90,305,241,217
87,302,241,216
83,299,240,215
77,294,242,216
72,291,243,218
69,290,244,219
65,290,244,219
64,293,242,216
63,297,241,214
64,301,239,213
63,301,242,215
63,301,243,217
64,304,241,214
64,306,241,214
64,307,242,214
64,307,242,214
64,309,241,214
63,310,242,214
62,309,244,217
62,307,246,219
63,307,245,219
64,307,246,220
66,310,242,216
68,311,240,215
68,311,241,217
68,311,242,217
69,310,244,219
71,310,245,220
71,310,245,221
72,313,244,220
72,313,245,221
75,314,242,218
78,318,239,215
80,317,240,217
82,317,241,218
85,317,239,216
87,316,240,216
89,315,239,216
89,315,240,217
90,315,239,217
90,315,240,217
90,314,240,217
90,312,241,218
91,312,241,218
90,311,241,218
90,312,240,216
90,312,239,216
89,311,239,216
88,309,240,218
87,306,243,221
85,304,246,224
83,301,249,228
81,300,250,229
81,300,249,229
81,301,247,228
80,302,247,228
75,300,247,230
66,297,246,234
63,296,248,235
NaN
NaN
65,287,161,245
63,285,162,246
61,281,162,250
60,279,162,251
60,280,160,249
61,283,157,247
64,285,154,246
66,289,150,243
68,291,147,242
69,292,144,240
71,293,141,240
72,293,139,241
71,294,138,241
70,294,137,241
68,292,137,244
66,291,137,245
65,290,134,240
65,289,128,230
63,289,125,224
58,290,122,218
56,290,121,216
NaN
NaN
NaN
NaN
44,271,123,209
41,267,131,211
37,263,137,215
33,260,143,215
31,258,147,216
28,258,152,215
26,255,156,217
23,255,159,214
24,254,159,210
23,256,161,209
21,259,162,206
20,260,161,203
17,261,162,201
