NaN
NaN
940,293,51,129
939,296,50,124
930,293,51,128
924,295,49,126
917,296,50,126
909,293,51,128
903,292,50,128
897,294,50,127
891,296,49,123
883,288,53,133
879,294,50,125
872,291,52,129
865,292,52,129
858,290,52,131
850,285,53,135
843,287,51,133
836,288,50,133
830,290,48,132
825,294,45,129
814,295,44,129
806,295,44,129
800,294,43,128
793,298,41,125
786,298,42,124
779,296,42,126
771,293,43,130
765,293,43,129
758,294,43,128
751,291,44,131
744,293,44,128
738,291,45,131
731,291,46,131
723,289,47,134
716,288,46,134
706,286,47,136
698,287,47,135
690,286,48,137
683,282,48,138
676,285,46,135
668,284,47,136
659,286,47,138
652,288,46,136
647,295,43,128
639,295,44,129
628,298,46,127
621,297,47,130
611,299,49,129
603,297,52,131
595,296,54,131
588,295,57,133
581,297,58,131
574,296,62,135
568,297,63,132
561,297,64,133
551,293,67,136
548,294,67,136
533,291,67,137
530,290,67,140
523,292,67,139
518,293,67,141
511,294,67,141
505,295,65,141
499,299,63,138
493,300,61,138
488,302,60,138
481,301,62,142
475,302,62,144
471,307,59,139
466,310,59,139
461,309,58,136
455,310,58,136
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
406,315,60,143
402,316,60,144
397,315,61,142
392,313,62,143
388,314,61,136
384,312,60,129
373,310,77,169
372,311,70,148
366,312,72,149
360,314,76,158
356,316,78,159
355,321,77,156
353,323,78,154
351,324,76,151
350,326,75,148
347,328,76,148
346,331,75,145
344,332,75,144
341,332,76,145
339,333,76,144
337,334,76,144
334,335,76,144
331,335,77,144
330,335,76,143
327,335,77,144
324,335,78,145
322,332,79,148
320,330,79,147
318,333,79,145
316,334,78,145
315,335,78,144
313,335,79,144
311,334,77,139
309,334,78,143
307,334,80,144
305,335,80,144
303,335,80,145
302,335,80,145
300,335,81,145
298,335,81,145
294,335,83,146
292,334,85,149
290,334,86,149
288,333,87,151
287,333,87,151
285,333,87,152
283,333,88,153
281,333,88,153
279,333,89,153
278,333,88,153
276,333,89,152
275,334,88,151
274,334,87,148
274,334,86,147
274,335,85,144
273,335,87,148
271,335,88,150
271,335,88,151
271,334,88,152
270,333,88,154
270,332,88,156
270,331,88,158
270,330,89,158
271,329,88,160
273,328,88,160
274,328,89,159
276,328,89,159
276,328,92,159
