144,231,39,96
146,231,39,96
147,231,39,96
149,231,37,94
151,228,40,98
152,227,40,98
155,227,39,98
155,225,39,96
158,224,38,93
160,223,37,93
163,221,35,93
165,221,34,93
165,222,35,91
170,221,34,95
172,222,37,95
174,219,34,97
174,219,46,97
176,217,43,97
177,217,49,97
179,215,48,100
179,214,47,100
181,215,46,96
182,212,47,98
183,208,47,101
185,207,45,102
186,206,42,102
190,204,38,94
191,204,42,94
193,202,42,93
197,201,41,92
197,198,42,93
198,198,44,93
199,198,44,93
200,197,45,93
200,197,46,94
202,196,45,95
203,196,46,96
205,199,44,94
207,199,44,94
208,198,43,95
209,198,42,95
211,197,40,96
211,197,40,95
215,197,37,96
216,199,35,95
217,200,31,92
208,201,30,90
206,201,28,90
204,202,29,89
202,203,29,88
198,205,30,87
196,206,30,86
193,206,33,93
192,207,35,91
190,209,37,93
182,214,36,92
179,217,40,93
178,218,41,93
179,220,39,93
180,220,40,91
180,220,38,90
179,220,37,90
175,218,38,93
174,217,37,93
174,217,37,96
175,215,36,91
175,215,36,92
172,214,39,90
170,213,40,91
168,212,42,90
166,211,43,89
164,209,44,90
160,208,45,90
161,208,44,90
158,207,45,90
155,206,45,91
154,205,45,92
156,206,42,91
156,206,40,90
156,206,38,90
157,204,37,90
157,204,38,91
157,204,38,91
164,201,31,92
165,199,29,92
161,199,33,83
164,199,31,83
164,199,31,83
167,201,31,81
168,201,31,81
169,201,36,81
172,193,35,87
172,189,35,90
174,187,36,90
176,186,35,90
175,184,36,93
175,183,36,93
176,182,35,94
181,181,30,94
183,180,31,96
185,176,29,91
186,176,28,90
187,176,28,90
188,174,28,90
189,172,28,92
191,171,27,95
191,171,27,94
192,176,27,91
193,176,27,91
194,176,26,88
193,176,28,87
194,176,28,89
196,176,26,87
197,175,28,85
197,174,28,86
199,174,27,82
199,173,27,85
201,173,26,83
201,172,27,83
201,172,29,81
202,171,30,81
203,170,30,73
204,170,30,73
204,170,32,73
205,169,33,73
206,169,33,73
208,169,31,73
209,169,30,72
210,169,29,71
211,169,29,71
212,168,28,67
213,167,28,66
213,166,28,68
213,162,28,72
214,162,28,34
213,161,28,34
214,161,28,34
216,162,27,33
216,162,27,33
216,159,27,35
216,159,27,35
216,159,27,35
216,159,27,35
218,160,26,33
219,160,26,33
220,160,24,33
220,160,24,33
220,160,24,33
220,159,23,32
220,153,22,68
