NaN
NaN
938,294,61,128
934,294,60,127
930,302,57,120
924,302,56,120
917,302,55,119
911,300,56,120
905,300,55,120
897,297,56,122
890,296,55,122
883,293,57,124
877,293,56,125
870,291,56,126
862,291,56,126
854,289,56,128
847,286,56,131
841,290,52,126
834,292,51,126
827,290,51,129
823,291,49,128
812,291,47,127
803,294,46,125
795,295,46,123
789,296,45,123
783,292,46,127
775,291,46,127
769,292,46,126
761,295,46,125
755,295,46,125
748,293,47,125
741,291,48,126
734,290,48,128
729,293,47,126
722,295,47,124
715,296,47,123
705,291,49,129
697,292,48,129
691,294,46,124
682,295,46,125
678,297,43,120
669,300,43,121
661,302,44,121
654,301,44,122
647,302,44,122
640,302,44,122
630,301,46,123
619,301,48,124
608,300,51,125
600,300,52,125
591,295,56,130
586,301,56,124
580,305,57,122
576,305,58,122
570,305,60,123
564,302,62,125
556,296,64,131
549,296,64,131
NaN
NaN
526,295,66,135
519,296,65,134
513,296,64,136
507,297,64,137
502,298,62,136
495,298,63,136
490,300,62,136
485,303,59,132
478,307,58,127
471,307,59,129
465,310,59,129
459,310,59,130
NaN
NaN
NaN
NaN
NaN
427,322,85,185
425,319,88,192
423,319,89,197
418,320,90,201
NaN
NaN
405,318,69,157
400,316,66,151
392,314,66,152
385,315,68,155
381,316,65,146
379,315,60,127
374,315,62,130
368,318,70,141
362,322,74,148
358,323,76,151
355,325,79,154
353,329,77,150
350,329,79,152
348,330,79,151
345,330,79,151
342,331,80,150
342,332,78,149
339,332,80,150
337,332,79,149
335,333,78,147
333,333,78,146
330,333,79,147
328,334,79,145
326,335,80,145
324,336,80,145
321,335,81,147
318,336,82,148
317,336,82,148
314,336,83,149
312,335,83,149
310,335,83,149
308,335,84,149
307,335,83,149
305,335,83,149
302,335,84,150
301,336,84,148
298,336,84,148
295,335,85,148
293,334,85,148
291,335,86,147
289,334,86,147
286,335,87,146
284,335,88,149
282,335,88,148
280,335,89,150
277,335,91,153
276,335,92,154
274,336,92,154
273,336,91,154
271,335,92,154
270,334,92,154
270,334,92,154
268,334,92,154
267,335,92,153
268,336,88,146
268,336,88,147
267,336,89,149
267,335,90,151
267,334,89,149
268,331,89,152
267,329,92,158
268,328,92,160
268,327,93,161
269,328,92,161
270,327,93,162
271,328,94,161
272,329,95,160
