NaN
NaN
680,406,57,178
677,410,56,175
673,419,49,149
664,403,54,165
662,398,55,167
661,393,56,167
649,419,49,144
637,436,46,131
631,440,44,125
NaN
NaN
NaN
NaN
NaN
510,447,49,138
488,447,56,153
481,447,59,158
466,446,62,162
451,446,62,160
437,445,65,164
418,445,70,166
400,445,73,164
394,445,73,159
376,445,78,168
358,447,79,168
344,450,79,165
322,453,80,168
299,456,82,166
289,457,85,166
282,458,85,166
270,465,82,158
256,467,82,158
240,459,87,167
226,460,87,168
NaN
NaN
NaN
176,462,84,162
163,462,81,159
154,463,78,151
151,462,77,151
141,462,75,147
127,466,77,152
113,470,81,162
97,478,79,157
77,487,81,161
69,489,85,170
55,496,88,171
30,503,95,179
20,511,97,178
22,515,94,173
13,516,96,173
10,516,97,172
5,516,100,176
4,515,99,172
14,514,89,154
15,513,92,161
21,513,86,148
17,515,84,146
27,516,81,139
28,516,79,134
33,517,72,119
30,515,78,128
26,510,87,145
22,508,93,159
15,505,99,170
20,504,99,173
24,502,100,175
31,499,97,175
33,496,97,177
35,495,96,177
43,495,93,179
49,494,91,178
55,493,88,179
64,491,81,167
64,489,85,178
65,489,85,181
68,487,86,185
71,486,86,186
78,486,82,175
84,484,79,169
91,490,74,158
92,492,72,154
96,496,69,146
104,503,64,140
106,508,64,139
106,510,61,135
106,501,63,142
106,498,63,145
107,500,60,139
105,496,65,149
101,483,70,163
100,473,72,173
98,464,73,178
99,463,71,177
101,469,66,166
103,472,60,154
107,471,56,145
106,474,59,150
108,471,61,155
108,471,63,156
106,461,67,165
102,456,70,169
100,452,70,172
97,447,70,173
95,447,67,168
94,446,66,166
92,444,64,164
89,439,63,165
86,433,64,169
86,432,63,169
84,434,61,164
84,435,60,162
82,435,61,162
81,434,60,162
78,434,59,157
78,437,58,157
79,445,57,150
80,449,57,147
78,443,59,152
76,439,61,156
74,436,63,157
69,424,69,168
70,430,68,161
70,432,68,159
69,432,70,159
67,432,72,159
65,434,72,157
64,437,71,154
64,434,73,158
65,433,72,158
66,435,72,157
70,438,69,155
73,438,68,155
81,440,63,152
88,443,59,147
90,442,58,148
92,434,60,157
95,435,60,158
101,435,59,158
106,435,61,158
110,435,62,158
112,435,63,159
114,435,65,159
116,436,66,158
117,433,68,162
119,434,69,161
120,434,69,162
