NaN
NaN
85,318,289,204
83,319,286,201
79,317,288,204
73,316,291,207
71,319,289,207
70,322,285,206
68,323,287,209
64,323,292,214
68,326,285,211
72,329,278,207
68,326,283,212
69,330,280,212
67,331,280,214
66,330,282,218
69,331,278,216
70,333,272,215
73,335,270,215
77,338,269,215
80,338,268,216
84,339,263,214
83,338,263,215
82,335,263,218
82,339,259,214
81,340,259,217
82,342,258,217
85,345,257,218
88,345,256,218
91,345,257,221
93,345,258,222
94,346,258,223
98,346,254,220
98,345,254,222
99,346,251,219
99,345,252,221
100,345,250,219
101,344,248,218
103,343,245,215
102,341,244,215
100,337,248,220
101,332,250,222
104,330,243,216
105,327,241,214
103,321,244,217
102,322,242,215
100,317,242,215
99,317,238,211
93,313,245,216
91,309,245,218
88,307,245,218
84,304,248,220
77,301,248,219
48,299,252,216
58,295,253,218
57,289,255,220
55,290,254,218
54,289,250,216
53,293,248,213
50,293,250,215
52,297,248,213
51,298,252,217
49,299,255,221
50,301,254,221
51,302,255,222
52,303,252,220
51,303,252,219
52,305,250,218
53,306,250,218
54,307,250,217
54,308,249,217
55,310,248,216
57,313,249,215
59,314,249,216
58,314,251,217
60,314,249,216
61,313,250,218
65,314,249,216
66,313,249,217
66,314,248,216
66,314,249,217
66,313,251,219
67,314,251,219
71,317,247,215
73,316,249,217
76,315,249,219
79,315,249,218
81,314,249,219
83,314,247,217
82,312,248,218
83,311,249,219
85,312,246,217
85,312,248,218
85,311,248,219
86,313,246,216
85,312,247,217
84,311,247,218
83,312,247,217
82,312,246,216
79,308,249,220
75,304,254,225
74,301,255,228
76,302,253,227
74,300,256,229
73,300,253,229
74,302,250,228
72,301,250,229
68,301,249,230
60,299,248,232
50,294,248,238
42,291,242,242
34,290,234,242
32,288,228,244
32,285,223,247
34,284,215,246
36,282,208,246
38,282,202,247
42,283,196,246
48,287,187,242
48,290,182,241
50,291,178,242
54,292,174,243
54,293,170,243
56,294,166,244
57,295,162,243
57,295,158,240
57,294,156,242
55,291,157,249
54,290,152,242
55,291,148,237
53,290,139,224
48,287,136,222
46,287,135,219
NaN
NaN
NaN
26,265,143,227
24,265,143,221
23,265,145,219
19,262,151,223
17,260,153,221
15,256,155,221
16,254,158,220
17,253,158,214
16,253,161,212
15,254,160,208
14,256,160,204
13,260,161,200
13,263,160,196
11,263,162,196
