686,426,58,171
685,428,58,171
683,428,58,171
677,427,58,171
671,426,59,174
663,428,58,171
663,430,57,168
652,430,58,171
642,435,57,168
630,439,56,164
642,379,58,171
633,380,57,168
633,381,56,164
623,381,56,164
610,380,56,164
597,377,55,161
587,374,55,161
573,371,56,164
573,370,56,164
562,372,55,161
547,365,58,171
533,365,60,178
519,364,62,181
508,363,62,181
508,362,62,181
497,360,62,181
485,355,63,185
474,355,62,181
462,346,63,185
454,354,59,174
453,355,57,168
443,355,58,171
434,359,56,164
425,361,54,158
414,356,54,158
404,352,53,155
404,348,54,158
389,340,55,161
379,339,57,168
366,340,58,171
357,338,58,171
350,338,57,168
350,337,57,168
343,337,55,161
336,335,53,155
327,327,55,161
320,327,55,161
313,327,55,161
313,327,55,161
306,328,55,161
300,330,54,158
295,334,52,152
288,334,52,152
283,333,52,152
284,334,50,149
280,332,50,149
277,329,50,149
275,326,50,149
272,325,50,149
271,324,50,149
271,324,50,149
269,324,50,149
267,325,50,149
267,325,50,149
267,326,50,149
266,326,50,149
266,325,52,152
267,325,53,155
266,324,53,155
266,325,53,155
266,324,54,158
264,323,55,161
264,324,55,161
263,324,55,161
261,324,56,164
259,325,56,164
257,323,57,168
255,324,57,168
257,325,56,164
256,325,56,164
256,326,56,164
254,327,56,164
253,330,55,161
252,334,54,158
252,333,54,158
251,335,54,158
250,340,53,155
248,343,52,152
247,347,50,149
244,350,50,146
244,350,50,146
241,354,49,143
236,355,49,143
231,356,49,143
226,357,49,143
221,358,49,143
221,358,49,143
214,359,49,143
209,360,49,143
203,361,49,143
198,361,49,143
192,362,49,143
192,362,49,143
187,363,49,143
182,363,49,143
176,363,49,143
170,364,49,143
165,364,49,143
164,363,50,146
160,364,50,146
155,364,50,146
151,364,50,146
147,365,50,146
143,365,50,146
143,365,50,146
140,366,50,146
137,365,50,146
135,365,50,146
131,364,50,149
128,363,50,149
127,363,50,149
125,362,50,149
121,361,52,152
119,360,52,152
116,359,52,152
113,358,52,152
112,358,52,152
110,356,53,155
109,356,53,155
109,357,52,152
110,355,53,155
109,356,53,155
110,355,53,155
111,356,53,155
110,354,54,158
111,354,54,158
111,352,55,161
114,352,55,161
114,352,55,161
116,351,55,161
119,350,55,161
122,350,55,161
125,350,55,161
128,349,55,161
128,349,55,161
131,350,55,161
134,350,55,161
138,349,55,161
140,350,55,161
143,349,55,161
