951,287,54,134
945,287,54,134
939,287,54,134
932,287,54,134
926,288,54,134
919,288,54,134
912,288,54,134
906,287,54,134
899,286,54,134
892,287,54,134
885,287,54,134
878,286,55,137
870,285,55,137
864,285,55,137
857,288,53,131
853,290,51,126
845,290,50,124
838,288,52,129
831,289,52,129
826,290,51,126
820,291,51,126
808,290,51,126
802,290,51,126
794,288,53,131
787,291,52,129
780,289,53,131
774,291,52,129
767,290,52,129
761,291,51,126
754,292,50,124
746,289,52,129
739,291,51,126
732,289,52,129
723,288,53,131
714,287,54,134
707,289,53,131
698,286,55,137
691,287,55,137
682,286,56,139
675,286,57,142
667,285,58,145
659,284,60,148
652,283,61,151
644,284,61,151
636,280,63,157
629,282,63,157
622,280,65,160
615,284,63,157
608,284,65,160
600,285,65,160
592,287,63,157
585,290,62,154
577,288,62,154
570,288,62,154
564,290,61,151
556,287,62,154
549,288,62,154
543,292,61,151
538,291,61,151
531,291,61,151
524,291,61,151
519,289,62,154
513,293,61,151
505,293,61,151
500,293,61,151
493,294,61,151
486,294,61,151
480,295,61,151
474,297,60,148
469,297,60,148
465,298,60,148
459,300,60,148
454,301,60,148
448,303,60,148
446,310,58,145
441,307,58,145
436,307,57,142
433,316,57,142
429,315,57,142
427,322,56,139
421,318,57,142
416,316,58,145
411,316,58,145
408,317,58,145
405,314,58,145
400,312,58,145
396,309,58,145
392,310,58,145
389,313,58,145
387,318,57,142
385,320,57,142
381,321,58,145
377,321,60,148
375,322,60,148
373,325,58,145
370,327,58,145
368,328,58,145
366,328,58,145
364,329,58,145
362,330,58,145
359,331,58,145
357,331,58,145
355,331,58,145
352,332,58,145
350,332,58,145
347,332,58,145
345,332,58,145
343,332,58,145
341,333,58,145
339,333,58,145
338,332,58,145
336,333,58,145
334,333,58,145
333,332,58,145
331,331,60,148
330,331,60,148
328,331,60,148
327,331,60,148
326,332,60,148
324,332,60,148
322,332,60,148
321,332,60,148
319,332,60,148
318,332,60,148
316,332,60,148
315,332,60,148
313,331,61,151
311,331,61,151
310,332,61,151
308,332,61,151
307,332,61,151
306,332,61,151
304,332,61,151
303,332,61,151
301,332,61,151
300,332,61,151
298,333,61,151
298,334,60,148
297,333,61,151
296,333,61,151
296,334,61,151
296,337,60,148
296,336,60,148
295,334,61,151
294,334,61,151
293,332,62,154
292,331,63,157
292,329,65,160
292,329,65,160
291,327,66,163
