256,48,175,312
259,50,172,306
259,50,172,306
261,50,175,310
263,46,182,314
267,46,186,314
276,50,178,310
277,47,182,313
279,47,182,313
288,55,178,305
283,50,186,310
290,60,175,300
290,68,165,292
281,66,168,294
279,62,175,298
272,58,182,302
266,72,186,288
235,35,186,325
228,28,193,332
226,31,193,329
224,29,197,331
220,27,197,333
211,31,197,329
207,33,197,327
203,33,197,327
198,32,197,328
200,34,193,326
195,28,197,332
199,30,189,330
195,32,189,328
192,30,193,330
190,27,197,333
191,26,197,334
190,24,197,336
187,19,205,341
189,17,205,343
190,19,201,341
185,16,205,344
185,15,205,345
185,16,205,344
178,20,201,340
177,20,201,340
176,19,201,341
174,18,201,342
175,18,201,342
169,20,201,340
170,21,197,339
169,22,197,338
173,20,197,340
172,21,197,339
173,21,197,339
167,22,197,338
162,23,197,337
160,24,197,336
164,27,197,333
169,30,197,330
169,31,197,329
173,30,201,330
173,40,197,320
176,43,197,317
181,44,197,316
175,43,201,317
177,43,201,317
175,44,201,316
182,41,201,319
177,39,205,321
178,34,209,326
183,37,209,323
185,36,209,324
180,35,213,325
180,36,213,324
179,36,213,324
181,34,213,326
180,34,213,326
181,34,213,326
180,34,213,326
179,38,213,322
178,44,213,316
178,45,213,315
175,48,213,312
175,47,213,313
176,53,209,307
173,54,209,306
168,56,209,304
165,62,209,298
163,64,209,296
163,65,209,295
162,66,209,294
155,76,209,284
150,75,209,285
148,71,209,289
143,71,209,289
143,71,209,289
143,70,209,290
144,63,209,297
147,61,209,299
150,59,209,301
152,58,209,302
153,58,209,302
152,60,209,300
153,60,209,300
156,63,205,297
157,63,201,297
159,58,201,302
160,57,201,303
165,56,201,304
165,55,201,305
163,50,205,310
164,48,205,312
164,43,205,317
163,42,205,318
162,36,205,324
168,40,201,320
168,44,201,316
173,44,201,316
180,45,201,315
182,45,197,315
183,48,197,312
188,45,197,315
188,46,197,314
188,50,197,310
196,52,197,308
195,53,197,307
196,55,197,305
197,62,197,298
196,63,197,297
198,65,197,295
203,56,201,304
202,56,201,304
199,57,201,303
197,54,201,306
197,53,201,307
195,52,201,308
193,50,201,310
193,50,201,310
195,48,201,312
194,45,201,315
196,44,201,316
198,41,201,319
196,37,205,323
196,36,205,324
196,34,205,326
192,29,209,331
193,32,205,328
194,29,205,331
189,25,209,335
188,26,209,334
185,26,209,334
183,21,209,339
185,20,209,340
